"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"638","FName638","LName638","23-05-1999","Female","M.Tech","738","Street4","Shoba Lake Apts","Pune","600001","9003425722","Apple","66133.09"
"639","FName639","LName639","24-05-1999","Male","BBA","739","Street3","Brigade Towers","Mumbai","400001","9003425723","Microsoft","44187.83"
"640","FName640","LName640","25-05-1999","Female","BE","740","Street1","ABC Building","Chennai","560102","9003425727","Intel","67770.7"
"641","FName641","LName641","26-05-1999","Male","B.Com","741","Street5","Kingpin Apts","Bangalore","560102","9003425736","Infosys","44273.65"
"642","FName642","LName642","27-05-1999","Male","B.Sc","742","Street3","Brigade Towers","Mumbai","400001","9003425742","Microsoft","78518.72"
"643","FName643","LName643","28-05-1999","Female","BCA","743","Street5","Kingpin Apts","Bangalore","560102","9003425742","Infosys","41768.72"
"644","FName644","LName644","29-05-1999","Female","MCA","744","Street2","Prestige Lake City","Hyderabad","560102","9003425751","Google","48745.64"
"645","FName645","LName645","30-05-1999","Female","MBA","745","Street1","ABC Building","Chennai","560102","9003425753","Intel","35547.19"
"646","FName646","LName646","31-05-1999","Male","B.Tech","746","Street4","Shoba Lake Apts","Pune","600001","9003425757","Apple","112693.39"
"647","FName647","LName647","1/6/1999","Female","M.Tech","747","Street5","Kingpin Apts","Bangalore","560102","9003425767","Infosys","8034.04"
"648","FName648","LName648","2/6/1999","Female","BBA","748","Street2","Prestige Lake City","Hyderabad","560102","9003425773","Google","4333.62"
"649","FName649","LName649","3/6/1999","Male","BE","749","Street5","Kingpin Apts","Bangalore","560102","9003425782","Infosys","41018.5"
"650","FName650","LName650","4/6/1999","Female","B.Com","750","Street1","ABC Building","Chennai","560102","9003425784","Intel","82570.74"
"651","FName651","LName651","5/6/1999","Male","B.Sc","751","Street3","Brigade Towers","Mumbai","400001","9003425791","Microsoft","9006.37"
"652","FName652","LName652","6/6/1999","Male","BCA","752","Street2","Prestige Lake City","Hyderabad","560102","9003425800","Google","114153.76"
"653","FName653","LName653","7/6/1999","Female","MCA","753","Street5","Kingpin Apts","Bangalore","560102","9003425802","Infosys","15596.2"
"654","FName654","LName654","8/6/1999","Female","MBA","754","Street3","Brigade Towers","Mumbai","400001","9003425804","Microsoft","48294.36"
"655","FName655","LName655","9/6/1999","Female","B.Tech","755","Street1","ABC Building","Chennai","560102","9003425812","Intel","9405"
"656","FName656","LName656","10/6/1999","Male","M.Tech","756","Street2","Prestige Lake City","Hyderabad","560102","9003425812","Google","22334.11"
"657","FName657","LName657","11/6/1999","Female","BBA","757","Street3","Brigade Towers","Mumbai","400001","9003425814","Microsoft","62009.51"
"658","FName658","LName658","12/6/1999","Female","BE","758","Street4","Shoba Lake Apts","Pune","600001","9003425823","Apple","14449.15"
"660","FName660","LName660","23-01-1999","Female","B.Sc","760","Street1","ABC Building","Chennai","560102","9003425842","Intel","14504.67"
"661","FName661","LName661","24-01-1999","Male","BCA","761","Street5","Kingpin Apts","Bangalore","560102","9003425850","Infosys","48085.69"
"662","FName662","LName662","25-01-1999","Male","MCA","762","Street4","Shoba Lake Apts","Pune","600001","9003425856","Apple","52994.95"
"663","FName663","LName663","26-01-1999","Female","MBA","763","Street3","Brigade Towers","Mumbai","400001","9003425865","Microsoft","56275.27"
"664","FName664","LName664","27-01-1999","Female","B.Tech","764","Street2","Prestige Lake City","Hyderabad","560102","9003425874","Google","81335.94"
"665","FName665","LName665","28-01-1999","Female","M.Tech","765","Street1","ABC Building","Chennai","560102","9003425884","Intel","78862.14"
"666","FName666","LName666","29-01-1999","Male","BBA","766","Street3","Brigade Towers","Mumbai","400001","9003425891","Microsoft","5607.81"
"667","FName667","LName667","30-01-1999","Female","BE","767","Street5","Kingpin Apts","Bangalore","560102","9003425893","Infosys","171.2"
"668","FName668","LName668","31-01-1999","Female","B.Com","768","Street2","Prestige Lake City","Hyderabad","560102","9003425901","Google","77230.77"
"669","FName669","LName669","1/2/1999","Male","B.Sc","769","Street3","Brigade Towers","Mumbai","400001","9003425909","Microsoft","108307.3"
"670","FName670","LName670","2/2/1999","Female","BCA","770","Street1","ABC Building","Chennai","560102","9003425915","Intel","19353.05"
"671","FName671","LName671","3/2/1999","Male","MCA","771","Street5","Kingpin Apts","Bangalore","560102","9003425918","Infosys","30000.55"
"672","FName672","LName672","4/2/1999","Male","MBA","772","Street2","Prestige Lake City","Hyderabad","560102","9003425921","Google","108514.5"
"673","FName673","LName673","5/2/1999","Female","B.Tech","773","Street5","Kingpin Apts","Bangalore","560102","9003425924","Infosys","4372.48"
"674","FName674","LName674","6/2/1999","Female","M.Tech","774","Street4","Shoba Lake Apts","Pune","600001","9003425925","Apple","8292.11"
"675","FName675","LName675","7/2/1999","Female","BBA","775","Street1","ABC Building","Chennai","560102","9003425926","Intel","19139.42"
"676","FName676","LName676","8/2/1999","Male","BE","776","Street2","Prestige Lake City","Hyderabad","560102","9003425927","Google","112820.28"
"677","FName677","LName677","9/2/1999","Female","B.Com","777","Street5","Kingpin Apts","Bangalore","560102","9003425930","Infosys","39905.96"
"678","FName678","LName678","10/2/1999","Female","B.Sc","778","Street3","Brigade Towers","Mumbai","400001","9003425939","Microsoft","26839.64"
"679","FName679","LName679","11/2/1999","Male","BCA","779","Street5","Kingpin Apts","Bangalore","560102","9003425941","Infosys","47258.44"
"680","FName680","LName680","12/2/1999","Female","MCA","780","Street1","ABC Building","Chennai","560102","9003425944","Intel","16226.23"
"681","FName681","LName681","13-02-1999","Male","MBA","781","Street3","Brigade Towers","Mumbai","400001","9003425952","Microsoft","34624.14"
"682","FName682","LName682","14-02-1999","Male","B.Tech","782","Street4","Shoba Lake Apts","Pune","600001","9003425956","Apple","74307.24"
"683","FName683","LName683","15-02-1999","Female","M.Tech","783","Street5","Kingpin Apts","Bangalore","560102","9003425958","Infosys","24140.97"
"684","FName684","LName684","16-02-1999","Female","BBA","784","Street2","Prestige Lake City","Hyderabad","560102","9003425961","Google","63950.86"
"685","FName685","LName685","17-02-1999","Female","BE","785","Street1","ABC Building","Chennai","560102","9003425969","Intel","46707.32"
"686","FName686","LName686","18-02-1999","Male","B.Com","786","Street4","Shoba Lake Apts","Pune","600001","9003425977","Apple","113930.34"
"687","FName687","LName687","19-02-1999","Female","B.Sc","787","Street3","Brigade Towers","Mumbai","400001","9003425981","Microsoft","23184.61"
"688","FName688","LName688","20-02-1999","Female","BCA","788","Street2","Prestige Lake City","Hyderabad","560102","9003425987","Google","137020.74"
"689","FName689","LName689","21-02-1999","Male","MCA","789","Street5","Kingpin Apts","Bangalore","560102","9003425996","Infosys","32901.82"
"690","FName690","LName690","22-02-1999","Female","MBA","790","Street1","ABC Building","Chennai","560102","9003425999","Intel","533.41"
"691","FName691","LName691","23-02-1999","Male","B.Tech","791","Street5","Kingpin Apts","Bangalore","560102","9003426004","Infosys","45112.92"
"692","FName692","LName692","24-02-1999","Male","M.Tech","792","Street2","Prestige Lake City","Hyderabad","560102","9003426007","Google","112556.79"
"693","FName693","LName693","25-02-1999","Female","BBA","793","Street3","Brigade Towers","Mumbai","400001","9003426016","Microsoft","13075.99"
"694","FName694","LName694","26-02-1999","Female","BE","794","Street4","Shoba Lake Apts","Pune","600001","9003426017","Apple","5712.17"
"695","FName695","LName695","27-02-1999","Female","B.Com","795","Street1","ABC Building","Chennai","560102","9003426023","Intel","60792.89"
"696","FName696","LName696","28-02-1999","Male","B.Sc","796","Street2","Prestige Lake City","Hyderabad","560102","9003426025","Google","52850.27"
"697","FName697","LName697","1/3/1999","Female","BCA","797","Street5","Kingpin Apts","Bangalore","560102","9003426028","Infosys","32123.84"
"698","FName698","LName698","2/3/1999","Female","MCA","798","Street4","Shoba Lake Apts","Pune","600001","9003426033","Apple","46694.15"
"699","FName699","LName699","3/3/1999","Male","MBA","799","Street3","Brigade Towers","Mumbai","400001","9003426036","Microsoft","17674.19"
"700","FName700","LName700","4/3/1999","Female","B.Tech","800","Street1","ABC Building","Chennai","560102","9003426041","Intel","64363.44"
"701","FName701","LName701","5/3/1999","Male","M.Tech","801","Street5","Kingpin Apts","Bangalore","560102","9003426048","Infosys","36029.91"
"702","FName702","LName702","6/3/1999","Male","BBA","802","Street3","Brigade Towers","Mumbai","400001","9003426057","Microsoft","7128.68"
"703","FName703","LName703","7/3/1999","Female","BE","803","Street5","Kingpin Apts","Bangalore","560102","9003426067","Infosys","23774.61"
"704","FName704","LName704","8/3/1999","Female","B.Com","804","Street2","Prestige Lake City","Hyderabad","560102","9003426071","Google","103708.57"
"705","FName705","LName705","9/3/1999","Female","B.Sc","805","Street1","ABC Building","Chennai","560102","9003426077","Intel","55581.29"
"706","FName706","LName706","10/3/1999","Male","BCA","806","Street4","Shoba Lake Apts","Pune","600001","9003426081","Apple","69373.22"
"707","FName707","LName707","11/3/1999","Female","MCA","807","Street5","Kingpin Apts","Bangalore","560102","9003426089","Infosys","15821.66"
"708","FName708","LName708","12/3/1999","Female","MBA","808","Street2","Prestige Lake City","Hyderabad","560102","9003426093","Google","53507.72"
"709","FName709","LName709","13-03-1999","Male","B.Tech","809","Street5","Kingpin Apts","Bangalore","560102","9003426102","Infosys","36653.16"
"710","FName710","LName710","14-03-1999","Female","M.Tech","810","Street1","ABC Building","Chennai","560102","9003426111","Intel","62438.15"
"711","FName711","LName711","15-03-1999","Male","BBA","811","Street3","Brigade Towers","Mumbai","400001","9003426114","Microsoft","99072.11"
"712","FName712","LName712","16-03-1999","Male","BE","812","Street2","Prestige Lake City","Hyderabad","560102","9003426121","Google","37494.07"
"713","FName713","LName713","17-03-1999","Female","B.Com","813","Street5","Kingpin Apts","Bangalore","560102","9003426122","Infosys","3751.55"
"714","FName714","LName714","18-03-1999","Female","B.Sc","814","Street3","Brigade Towers","Mumbai","400001","9003426123","Microsoft","76071.82"
"715","FName715","LName715","19-03-1999","Female","BCA","815","Street1","ABC Building","Chennai","560102","9003426128","Intel","1979.77"
"716","FName716","LName716","20-03-1999","Male","MCA","816","Street2","Prestige Lake City","Hyderabad","560102","9003426133","Google","42540.46"
"717","FName717","LName717","21-03-1999","Female","MBA","817","Street3","Brigade Towers","Mumbai","400001","9003426140","Microsoft","647.57"
"718","FName718","LName718","22-03-1999","Female","B.Tech","818","Street4","Shoba Lake Apts","Pune","600001","9003426148","Apple","71168.37"
"719","FName719","LName719","23-03-1999","Male","M.Tech","819","Street5","Kingpin Apts","Bangalore","560102","9003426151","Infosys","19601.87"
"720","FName720","LName720","24-03-1999","Female","BBA","820","Street1","ABC Building","Chennai","560102","9003426158","Intel","65173.89"
"721","FName721","LName721","25-03-1999","Male","BE","821","Street5","Kingpin Apts","Bangalore","560102","9003426160","Infosys","34200.43"
"722","FName722","LName722","26-03-1999","Male","B.Com","822","Street4","Shoba Lake Apts","Pune","600001","9003426166","Apple","111159.11"
"723","FName723","LName723","27-03-1999","Female","B.Sc","823","Street3","Brigade Towers","Mumbai","400001","9003426174","Microsoft","1921.01"
"724","FName724","LName724","28-03-1999","Female","BCA","824","Street2","Prestige Lake City","Hyderabad","560102","9003426183","Google","98902.97"
"725","FName725","LName725","29-03-1999","Female","MCA","825","Street1","ABC Building","Chennai","560102","9003426193","Intel","7507.2"
"726","FName726","LName726","30-03-1999","Male","MBA","826","Street3","Brigade Towers","Mumbai","400001","9003426193","Microsoft","87027.67"
"727","FName727","LName727","31-03-1999","Female","B.Tech","827","Street5","Kingpin Apts","Bangalore","560102","9003426195","Infosys","2388.68"
"728","FName728","LName728","1/4/1999","Female","M.Tech","828","Street2","Prestige Lake City","Hyderabad","560102","9003426199","Google","124174.05"
"729","FName729","LName729","2/4/1999","Male","BBA","829","Street3","Brigade Towers","Mumbai","400001","9003426209","Microsoft","21119.66"
"730","FName730","LName730","3/4/1999","Female","BE","830","Street1","ABC Building","Chennai","560102","9003426214","Intel","23702.83"
"731","FName731","LName731","4/4/1999","Male","B.Com","831","Street5","Kingpin Apts","Bangalore","560102","9003426214","Infosys","10153.28"
"732","FName732","LName732","5/4/1999","Male","B.Sc","832","Street2","Prestige Lake City","Hyderabad","560102","9003426223","Google","6085.87"
"733","FName733","LName733","6/4/1999","Female","BCA","833","Street5","Kingpin Apts","Bangalore","560102","9003426229","Infosys","9882.79"
"734","FName734","LName734","7/4/1999","Female","MCA","834","Street4","Shoba Lake Apts","Pune","600001","9003426233","Apple","60065.51"
"735","FName735","LName735","8/4/1999","Female","MBA","835","Street1","ABC Building","Chennai","560102","9003426241","Intel","75423.59"
"736","FName736","LName736","9/4/1999","Male","B.Tech","836","Street2","Prestige Lake City","Hyderabad","560102","9003426244","Google","97984.42"
"737","FName737","LName737","10/4/1999","Female","M.Tech","837","Street5","Kingpin Apts","Bangalore","560102","9003426246","Infosys","48238.22"
"738","FName738","LName738","11/4/1999","Female","BBA","838","Street3","Brigade Towers","Mumbai","400001","9003426255","Microsoft","97864.63"
"739","FName739","LName739","12/4/1999","Male","BE","839","Street5","Kingpin Apts","Bangalore","560102","9003426259","Infosys","10486.6"
"740","FName740","LName740","13-04-1999","Female","B.Com","840","Street1","ABC Building","Chennai","560102","9003426261","Intel","50719.3"
"741","FName741","LName741","14-04-1999","Male","B.Sc","841","Street3","Brigade Towers","Mumbai","400001","9003426263","Microsoft","86457"
